timestamp,temperature_c,humidity_perc,pressure_hpa,rainfall_mm,status
2025-11-15T21:27:31.718694,27.6,80.9,1015.84,102.0,Dry
2025-11-15T21:27:36.736435,27.6,80.9,1015.79,102.0,Dry
2025-11-15T21:27:41.755141,27.6,80.9,1015.8,102.3,Dry
2025-11-15T21:27:46.773681,27.6,81.0,1015.83,102.3,Dry
2025-11-15T21:27:51.792500,27.6,80.9,1015.81,102.0,Dry
2025-11-15T21:27:56.811278,27.6,80.9,1015.81,102.1,Dry
2025-11-15T21:28:01.829980,27.6,80.9,1015.82,102.3,Dry
2025-11-15T21:28:06.847714,27.6,80.9,1015.82,102.1,Dry
2025-11-15T21:28:11.866394,27.6,80.9,1015.81,102.3,Dry
2025-11-15T21:28:16.885235,27.6,80.9,1015.81,102.2,Dry
2025-11-15T21:28:21.903815,27.6,81.0,1015.8,102.1,Dry
2025-11-15T21:28:26.922532,27.6,80.9,1015.82,102.3,Dry
2025-11-15T21:28:31.940338,27.6,81.1,1015.82,102.2,Dry
2025-11-15T21:28:36.959056,27.6,81.3,1015.85,102.2,Dry
2025-11-15T21:28:41.977739,27.6,81.1,1015.83,102.3,Dry
2025-11-15T21:28:46.996439,27.6,81.0,1015.82,102.2,Dry
2025-11-15T21:28:52.015090,27.6,81.0,1015.84,102.1,Dry
2025-11-15T21:28:57.032891,27.6,81.0,1015.84,102.2,Dry
2025-11-15T21:29:02.051667,27.6,81.0,1015.83,102.3,Dry
2025-11-15T21:29:07.070208,27.6,81.0,1015.81,102.3,Dry
2025-11-15T21:29:12.089105,27.6,80.9,1015.84,102.3,Dry
2025-11-15T21:29:17.107678,27.6,81.0,1015.83,102.1,Dry
2025-11-15T21:29:22.126441,27.6,81.0,1015.83,102.3,Dry
2025-11-15T21:29:27.144248,27.6,80.9,1015.82,102.2,Dry
2025-11-15T21:29:32.163094,27.6,80.9,1015.82,102.3,Dry
2025-11-15T21:29:37.181655,27.6,80.9,1015.83,102.2,Dry
2025-11-15T21:29:42.200243,27.6,81.0,1015.85,102.1,Dry
2025-11-15T21:29:47.219084,27.6,80.9,1015.85,102.3,Dry
2025-11-15T21:29:52.236966,27.6,80.9,1015.83,102.3,Dry
2025-11-15T21:29:57.255593,27.6,80.9,1015.82,102.2,Dry
2025-11-15T21:30:02.274301,27.6,80.9,1015.81,102.0,Dry
2025-11-15T21:30:07.293050,27.6,80.9,1015.81,102.3,Dry
2025-11-15T21:30:12.311772,27.6,80.9,1015.82,102.3,Dry
2025-11-15T21:30:17.329516,27.6,80.9,1015.84,102.3,Dry
2025-11-15T21:30:22.348193,27.6,80.9,1015.84,102.2,Dry
2025-11-15T21:30:27.366867,27.6,80.9,1015.83,102.3,Dry
2025-11-15T21:30:32.385922,27.6,80.9,1015.82,102.3,Dry
2025-11-15T21:30:37.404389,27.6,80.9,1015.86,102.3,Dry
2025-11-15T21:30:42.423161,27.6,80.9,1015.84,102.2,Dry
2025-11-15T21:30:47.440687,27.6,80.9,1015.84,102.2,Dry
2025-11-15T21:30:52.459523,27.6,80.9,1015.83,102.3,Dry
2025-11-15T21:30:57.478147,27.6,80.9,1015.86,102.3,Dry
2025-11-15T21:31:02.496920,27.6,80.9,1015.88,102.3,Dry
2025-11-15T21:31:07.515732,27.6,81.0,1015.85,102.0,Dry
2025-11-15T21:31:12.533257,27.6,81.0,1015.81,102.2,Dry
2025-11-15T21:31:17.552007,27.6,81.0,1015.85,102.2,Dry
2025-11-15T21:31:22.570869,27.6,81.0,1015.83,102.2,Dry
2025-11-15T21:31:27.589450,27.6,81.0,1015.88,102.2,Dry
2025-11-15T21:31:32.608309,27.6,81.0,1015.84,102.0,Dry
2025-11-15T21:31:37.625903,27.6,81.0,1015.87,102.3,Dry
2025-11-15T21:31:42.644627,27.6,81.0,1015.85,102.2,Dry
2025-11-15T21:31:47.663392,27.6,81.0,1015.87,102.3,Dry
2025-11-15T21:31:52.682183,27.6,81.0,1015.85,102.2,Dry
2025-11-15T21:31:57.700849,27.6,81.1,1015.86,102.1,Dry
2025-11-15T21:32:02.719778,27.6,81.1,1015.85,102.0,Dry
2025-11-15T21:32:07.737325,27.6,81.1,1015.87,102.3,Dry
2025-11-15T21:32:12.756062,27.6,81.1,1015.86,102.2,Dry
2025-11-15T21:32:17.774875,27.6,81.1,1015.85,102.3,Dry
2025-11-15T21:32:22.793681,27.6,81.2,1015.85,102.1,Dry
2025-11-15T21:32:27.812286,27.6,81.2,1015.85,102.2,Dry
2025-11-15T21:32:32.829914,27.6,81.1,1015.9,102.1,Dry
2025-11-15T21:32:37.848703,27.6,81.1,1015.87,102.1,Dry
2025-11-15T21:32:42.867478,27.6,81.1,1015.83,102.2,Dry
2025-11-15T21:32:47.886203,27.6,81.1,1015.86,102.1,Dry
2025-11-15T21:32:52.904950,27.6,81.1,1015.88,102.3,Dry
2025-11-15T21:32:57.922620,27.6,81.2,1015.87,102.3,Dry
2025-11-15T21:33:02.941426,27.6,81.1,1015.88,102.2,Dry
2025-11-15T21:33:07.959978,27.7,81.2,1015.85,102.3,Dry
2025-11-15T21:33:12.978714,27.7,81.1,1015.9,102.3,Dry
2025-11-15T21:33:17.997565,27.6,81.2,1015.85,102.3,Dry
2025-11-15T21:33:23.016205,27.7,81.0,1015.88,102.3,Dry
2025-11-15T21:33:28.034004,27.6,81.1,1015.86,102.1,Dry
2025-11-15T21:33:33.052606,27.7,81.0,1015.87,102.2,Dry
2025-11-15T21:33:38.071225,27.7,81.1,1015.9,102.2,Dry
2025-11-15T21:33:43.090110,27.7,81.0,1015.89,102.3,Dry
2025-11-15T21:33:48.108706,27.7,81.1,1015.88,102.3,Dry
2025-11-15T21:33:53.126493,27.7,81.0,1015.87,102.3,Dry
2025-11-15T21:33:58.145120,27.7,81.1,1015.87,102.1,Dry
2025-11-15T21:34:03.164099,27.7,81.0,1015.89,102.2,Dry
2025-11-15T21:34:08.182921,27.7,81.0,1015.89,102.3,Dry
2025-11-15T21:34:13.201550,27.7,81.0,1015.88,102.2,Dry
2025-11-15T21:34:18.219244,27.7,81.0,1015.88,102.1,Dry
2025-11-15T21:34:52.677257,27.7,81.0,1015.89,102.3,Dry
2025-11-15T21:34:57.695950,27.7,81.0,1015.84,102.2,Dry
2025-11-15T21:35:02.714636,27.7,81.0,1015.85,102.3,Dry
2025-11-15T21:35:07.733462,27.6,81.0,1015.89,102.3,Dry
2025-11-15T21:35:12.752140,27.7,81.1,1015.89,102.3,Dry
2025-11-15T21:35:17.770094,27.6,81.0,1015.85,102.3,Dry
2025-11-15T21:35:22.788591,27.7,81.0,1015.86,102.3,Dry
2025-11-15T21:35:27.807330,27.7,81.0,1015.85,102.3,Dry
2025-11-15T21:35:32.826054,27.7,81.0,1015.86,102.3,Dry
2025-11-15T21:35:37.844740,27.7,81.0,1015.86,102.3,Dry
2025-11-15T21:35:42.862615,27.7,81.0,1015.9,102.3,Dry
2025-11-15T21:35:47.881364,27.7,81.0,1015.89,102.3,Dry
2025-11-15T21:35:52.899949,27.7,81.0,1015.88,102.3,Dry
2025-11-15T21:35:57.918723,27.7,81.0,1015.9,102.3,Dry
2025-11-15T21:36:02.937453,27.7,81.0,1015.87,102.1,Dry
2025-11-15T21:36:07.955133,27.7,81.0,1015.85,102.1,Dry
2025-11-15T21:36:12.974023,27.7,81.0,1015.85,102.0,Dry
2025-11-15T21:36:17.992754,27.6,81.0,1015.87,102.3,Dry
2025-11-15T21:36:23.011569,27.6,81.0,1015.87,102.2,Dry
2025-11-15T21:36:28.030380,27.6,81.0,1015.88,102.3,Dry
2025-11-15T21:36:33.049077,27.6,81.0,1015.86,102.3,Dry
2025-11-15T21:36:38.066876,27.6,81.0,1015.86,102.3,Dry
2025-11-15T21:36:43.085665,27.6,81.0,1015.86,102.3,Dry
2025-11-15T21:36:48.104260,27.6,81.0,1015.85,102.3,Dry
2025-11-15T21:36:53.122953,27.6,81.0,1015.9,102.1,Dry
2025-11-15T21:36:58.141837,27.6,81.0,1015.85,102.3,Dry
2025-11-15T21:37:03.159693,27.6,81.1,1015.85,102.3,Dry
2025-11-15T21:37:08.178308,27.6,81.1,1015.83,102.2,Dry
2025-11-15T21:37:13.197065,27.6,81.1,1015.86,102.3,Dry
2025-11-15T21:37:18.215744,27.6,81.1,1015.85,102.2,Dry
2025-11-15T21:37:23.234703,27.6,81.1,1015.85,102.2,Dry
2025-11-15T21:37:28.252273,27.6,81.1,1015.85,102.3,Dry
2025-11-15T21:37:33.270977,27.6,81.1,1015.86,102.3,Dry
2025-11-15T21:37:38.289703,27.6,81.1,1015.85,102.1,Dry
2025-11-15T21:37:43.308459,27.6,81.1,1015.85,102.1,Dry
2025-11-15T21:37:48.327129,27.6,81.1,1015.85,102.1,Dry
2025-11-15T21:37:53.345950,27.6,81.1,1015.88,102.2,Dry
2025-11-15T21:37:58.363614,27.6,81.1,1015.87,102.1,Dry
2025-11-15T21:38:03.382425,27.6,81.1,1015.88,102.2,Dry
2025-11-15T21:38:08.401231,27.6,81.1,1015.85,102.2,Dry
2025-11-15T21:38:13.419985,27.6,81.1,1015.89,102.3,Dry
2025-11-15T21:38:18.438611,27.6,81.2,1015.85,102.2,Dry
2025-11-15T21:38:23.456335,27.6,81.2,1015.87,102.3,Dry
2025-11-15T21:38:28.475095,27.6,81.2,1015.85,102.3,Dry
2025-11-15T21:38:33.493789,27.6,81.2,1015.83,102.3,Dry
2025-11-15T21:38:38.512653,27.6,81.2,1015.85,102.3,Dry
2025-11-15T21:38:43.531394,27.6,81.2,1015.83,102.3,Dry
2025-11-15T21:38:48.549077,27.6,81.2,1015.82,102.3,Dry
2025-11-15T21:38:53.567912,27.6,81.2,1015.82,102.2,Dry
2025-11-15T21:38:58.586626,27.6,81.2,1015.85,102.3,Dry
2025-11-15T21:39:03.605416,27.6,81.2,1015.87,102.3,Dry
2025-11-15T21:39:08.624049,27.6,81.2,1015.84,102.3,Dry
2025-11-15T21:39:13.642855,27.6,81.2,1015.85,102.3,Dry
2025-11-15T21:39:18.660537,27.6,81.2,1015.84,102.3,Dry
2025-11-15T21:39:23.679284,27.6,81.2,1015.85,102.3,Dry
2025-11-15T21:39:28.698015,27.6,81.2,1015.86,102.3,Dry
2025-11-15T21:39:33.716883,27.6,81.2,1015.84,102.3,Dry
2025-11-15T21:39:38.735697,27.6,81.2,1015.84,102.2,Dry
2025-11-15T21:39:43.753481,27.6,81.2,1015.83,102.3,Dry
2025-11-15T21:39:48.772072,27.6,81.2,1015.83,102.1,Dry
2025-11-15T21:39:53.790836,27.6,81.2,1015.84,102.2,Dry
2025-11-15T21:39:58.809675,27.6,81.2,1015.83,102.3,Dry
2025-11-15T21:40:03.828416,27.6,81.2,1015.84,102.3,Dry
2025-11-15T21:40:08.846199,27.6,81.2,1015.86,102.2,Dry
2025-11-15T21:40:13.864927,27.6,81.2,1015.87,102.2,Dry
2025-11-15T21:40:18.883552,27.6,81.2,1015.84,102.3,Dry
2025-11-15T21:40:23.902227,27.6,81.2,1015.85,102.3,Dry
2025-11-15T21:40:28.921003,27.6,81.2,1015.86,102.3,Dry
2025-11-15T21:40:33.939789,27.6,81.2,1015.83,102.2,Dry
2025-11-15T21:40:38.957581,27.6,81.2,1015.83,102.0,Dry
2025-11-15T21:40:43.976277,27.6,81.2,1015.82,102.1,Dry
2025-11-15T21:40:48.994972,27.6,81.2,1015.83,102.2,Dry
2025-11-15T21:40:54.013788,27.6,81.2,1015.83,102.2,Dry
2025-11-15T21:40:59.032559,27.6,81.2,1015.84,102.3,Dry
2025-11-15T21:41:04.050363,27.6,81.2,1015.86,102.1,Dry
2025-11-15T21:41:09.069052,27.6,81.2,1015.82,102.2,Dry
2025-11-15T21:41:14.087822,27.6,81.2,1015.85,102.3,Dry
2025-11-15T21:41:19.106701,27.6,81.2,1015.85,102.3,Dry
2025-11-15T21:41:24.125357,27.6,81.2,1015.84,102.3,Dry
2025-11-15T21:41:29.142894,27.7,81.2,1015.84,102.3,Dry
2025-11-15T21:41:34.161602,27.7,81.2,1015.88,102.3,Dry
2025-11-15T21:41:39.180446,27.7,81.3,1015.85,102.1,Dry
2025-11-15T21:41:44.199225,27.7,81.3,1015.85,102.1,Dry
2025-11-15T21:41:49.218014,27.6,81.2,1015.84,102.1,Dry
2025-11-15T21:41:54.236837,27.6,81.2,1015.83,102.2,Dry
2025-11-15T21:41:59.254522,27.6,81.1,1015.83,102.1,Dry
2025-11-15T21:42:04.273247,27.6,81.2,1015.85,102.1,Dry
2025-11-15T21:42:09.292059,27.6,81.2,1015.85,102.2,Dry
2025-11-15T21:42:14.310799,27.6,81.2,1015.84,102.2,Dry
2025-11-15T21:42:19.329615,27.6,81.3,1015.85,102.1,Dry
2025-11-15T21:42:24.347363,27.6,81.2,1015.86,102.3,Dry
2025-11-15T21:42:29.366088,27.6,81.3,1015.84,102.3,Dry
2025-11-15T21:42:34.384864,27.6,81.3,1015.86,102.2,Dry
2025-11-15T21:42:39.403606,27.6,81.3,1015.86,102.3,Dry
2025-11-15T21:42:44.422360,27.6,81.3,1015.84,102.3,Dry
2025-11-15T21:42:49.440159,27.5,81.3,1015.84,102.3,Dry
2025-11-15T21:42:54.458840,27.5,81.3,1015.86,102.1,Dry
2025-11-15T21:42:59.477648,27.5,81.3,1015.86,102.2,Dry
2025-11-15T21:43:04.496441,27.5,81.3,1015.87,102.2,Dry
2025-11-15T21:43:09.515276,27.5,81.3,1015.84,102.3,Dry
2025-11-15T21:43:14.534083,27.5,81.3,1015.83,102.3,Dry
2025-11-15T21:43:19.551738,27.5,81.3,1015.84,102.3,Dry
2025-11-15T21:43:24.570613,27.5,81.2,1015.85,102.2,Dry
2025-11-15T21:43:29.589195,27.5,81.3,1015.84,102.3,Dry
2025-11-15T21:43:34.608006,27.5,81.4,1015.83,102.2,Dry
2025-11-15T21:43:39.626770,27.5,81.4,1015.85,102.1,Dry
2025-11-15T21:43:44.644456,27.5,81.3,1015.84,102.3,Dry
2025-11-15T21:43:49.663204,27.5,81.4,1015.87,102.3,Dry
2025-11-15T21:43:54.681974,27.5,81.3,1015.89,102.2,Dry
2025-11-15T21:43:59.700684,27.5,81.3,1015.86,102.3,Dry
2025-11-15T21:44:04.719466,27.5,81.3,1015.85,102.1,Dry
2025-11-15T21:44:09.737292,27.5,81.3,1015.86,102.3,Dry
2025-11-15T21:44:14.755944,27.5,81.3,1015.84,102.2,Dry
2025-11-15T21:44:19.774783,27.5,81.3,1015.87,102.3,Dry
2025-11-15T21:44:24.793370,27.5,81.3,1015.87,102.3,Dry
2025-11-15T21:44:29.812505,27.5,81.3,1015.88,102.2,Dry
2025-11-15T21:44:34.830985,27.5,81.3,1015.85,102.3,Dry
2025-11-15T21:44:39.848544,27.4,81.4,1015.86,102.3,Dry
2025-11-15T21:44:44.867297,27.4,81.3,1015.85,102.3,Dry
2025-11-15T21:44:49.886275,27.5,81.4,1015.87,102.3,Dry
2025-11-15T21:44:54.904921,27.4,81.4,1015.84,102.3,Dry
2025-11-15T21:44:59.923624,27.4,81.4,1015.85,102.3,Dry
2025-11-15T21:45:04.941304,27.4,81.4,1015.88,102.2,Dry
2025-11-15T21:45:09.959973,27.4,81.4,1015.87,102.3,Dry
2025-11-15T21:45:14.978930,27.5,81.4,1015.86,102.3,Dry
2025-11-15T21:45:19.997669,27.5,81.4,1015.87,102.3,Dry
2025-11-15T21:45:25.016344,27.4,81.3,1015.85,102.3,Dry
2025-11-15T21:45:30.033967,27.4,81.3,1015.85,102.1,Dry
2025-11-15T21:45:35.052735,27.4,81.4,1015.86,102.2,Dry
2025-11-15T21:45:40.071934,27.4,81.3,1015.86,102.2,Dry
2025-11-15T21:45:45.091368,27.5,81.3,1015.85,102.3,Dry
2025-11-15T21:45:50.110814,27.5,81.3,1015.84,102.3,Dry
2025-11-15T21:45:55.130393,27.5,81.3,1015.85,102.1,Dry
2025-11-15T21:46:00.148573,27.5,81.3,1015.86,102.2,Dry
2025-11-15T21:46:05.167918,27.4,81.4,1015.83,102.3,Dry
2025-11-15T21:46:10.187327,27.4,81.3,1015.87,102.2,Dry
2025-11-15T21:46:15.206706,27.4,81.3,1015.9,102.3,Dry
2025-11-15T21:46:20.226321,27.5,81.3,1015.85,102.2,Dry
2025-11-15T21:46:25.244477,27.4,81.3,1015.88,102.3,Dry
2025-11-15T21:46:30.263819,27.4,81.3,1015.87,102.3,Dry
2025-11-15T21:46:35.283313,27.4,81.3,1015.86,102.2,Dry
2025-11-15T21:46:40.302602,27.4,81.3,1015.88,102.3,Dry
2025-11-15T21:46:45.321964,27.4,81.3,1015.9,102.2,Dry
2025-11-15T21:46:50.340260,27.4,81.4,1015.88,102.2,Dry
2025-11-15T21:46:55.359442,27.4,81.4,1015.86,102.1,Dry
2025-11-15T21:47:00.378942,27.4,81.3,1015.86,102.3,Dry
2025-11-15T21:47:05.398404,27.4,81.3,1015.87,102.0,Dry
2025-11-15T21:47:10.417772,27.4,81.3,1015.84,102.2,Dry
2025-11-15T21:47:15.436986,27.4,81.3,1015.83,102.3,Dry
2025-11-15T21:47:20.455322,27.4,81.3,1015.83,102.3,Dry
2025-11-15T21:47:25.474536,27.4,81.2,1015.83,102.2,Dry
2025-11-15T21:47:30.493845,27.4,81.3,1015.87,102.3,Dry
2025-11-15T21:47:35.513241,27.4,81.3,1015.86,102.3,Dry
2025-11-15T21:47:40.532536,27.4,81.3,1015.86,102.1,Dry
2025-11-15T21:47:45.550525,27.4,81.3,1015.85,42.2,Wet
2025-11-15T21:47:50.569815,27.4,81.3,1015.84,42.5,Wet
2025-11-15T21:47:55.589079,27.4,81.3,1015.84,42.2,Wet
2025-11-15T21:48:00.608292,27.4,81.3,1015.84,42.1,Wet
2025-11-15T21:48:05.627755,27.4,81.3,1015.88,42.0,Wet
2025-11-15T21:48:10.645891,27.4,81.3,1015.86,41.8,Wet
2025-11-15T21:48:15.665198,27.4,81.2,1015.84,41.8,Wet
2025-11-15T21:48:20.684463,27.4,81.2,1015.85,42.0,Wet
2025-11-15T21:48:25.703706,27.4,81.3,1015.85,41.7,Wet
2025-11-15T21:48:30.723060,27.4,81.3,1015.84,41.9,Wet
2025-11-15T21:48:35.742196,27.4,81.4,1015.86,41.6,Wet
2025-11-15T21:48:40.760552,27.4,81.4,1015.84,47.8,Wet
2025-11-15T21:48:45.779952,27.4,81.3,1015.85,56.0,Dry
2025-11-15T21:48:50.799283,27.4,81.3,1015.86,55.0,Dry
2025-11-15T21:48:55.818860,27.4,81.4,1015.85,102.0,Dry
2025-11-15T21:49:00.837990,27.4,81.4,1015.84,102.1,Dry
2025-11-15T21:49:05.856257,27.4,81.4,1015.85,102.2,Dry
2025-11-15T21:49:10.875416,27.4,81.4,1015.86,102.2,Dry
2025-11-15T21:49:15.894739,27.4,81.4,1015.87,102.3,Dry
2025-11-15T21:49:20.913960,27.4,81.4,1015.84,102.2,Dry
2025-11-15T21:49:25.933192,27.4,81.4,1015.84,102.3,Dry
2025-11-15T21:49:30.951539,27.4,81.3,1015.85,102.2,Dry
2025-11-15T21:49:35.970575,27.4,81.4,1015.85,102.3,Dry
2025-11-15T21:49:40.989871,27.4,81.4,1015.84,102.3,Dry
2025-11-15T21:49:46.009192,27.4,81.3,1015.86,102.3,Dry
2025-11-15T21:49:51.028352,27.4,81.4,1015.86,102.3,Dry
2025-11-15T21:49:56.047610,27.4,81.3,1015.84,102.2,Dry
2025-11-15T21:50:01.065685,27.4,81.3,1015.83,102.1,Dry
2025-11-15T21:50:06.084948,27.4,81.3,1015.83,102.3,Dry
2025-11-15T21:50:11.104247,27.4,81.3,1015.85,102.2,Dry
2025-11-15T21:50:16.123338,27.4,81.4,1015.87,102.2,Dry
2025-11-15T21:50:21.142620,27.4,81.4,1015.84,102.3,Dry
2025-11-15T21:50:26.160708,27.4,81.4,1015.85,102.2,Dry
2025-11-15T21:50:31.180079,27.4,81.4,1015.84,102.0,Dry
2025-11-15T21:50:36.199072,27.4,81.3,1015.84,102.1,Dry
2025-11-15T21:50:41.218280,27.4,81.3,1015.85,102.2,Dry
2025-11-15T21:50:46.237334,27.4,81.4,1015.87,102.1,Dry
2025-11-15T21:50:51.255630,27.4,81.3,1015.87,102.3,Dry
2025-11-15T21:50:56.274722,27.4,81.3,1015.86,102.3,Dry
2025-11-15T21:58:44.871311,27.3,81.4,1015.84,102.3,Dry
2025-11-15T21:58:49.890362,27.3,81.3,1015.86,102.1,Dry
2025-11-15T21:58:54.909278,27.3,81.4,1015.85,102.1,Dry
2025-11-15T21:58:59.928301,27.3,81.4,1015.83,102.1,Dry
2025-11-15T21:59:04.947284,27.3,81.4,1015.82,102.3,Dry
2025-11-15T21:59:09.965181,27.3,81.4,1015.85,102.1,Dry
2025-11-15T21:59:14.984183,27.3,81.4,1015.84,102.1,Dry
2025-11-15T21:59:20.003232,27.3,81.4,1015.84,102.1,Dry
2025-11-15T21:59:25.022129,27.3,81.4,1015.83,102.2,Dry
2025-11-15T21:59:30.041081,27.3,81.3,1015.84,102.2,Dry
2025-11-15T21:59:35.058913,27.3,81.3,1015.83,102.1,Dry
2025-11-15T21:59:40.077949,27.3,81.4,1015.84,102.0,Dry
2025-11-15T21:59:45.097032,27.3,81.4,1015.83,102.3,Dry
2025-11-15T21:59:50.115867,27.3,81.4,1015.85,102.3,Dry
2025-11-15T21:59:55.135090,27.3,81.4,1015.84,102.3,Dry
2025-11-15T22:00:00.152732,27.4,81.4,1015.83,102.1,Dry
2025-11-15T22:00:05.171866,27.3,81.4,1015.8,102.1,Dry
2025-11-15T22:00:10.190760,27.3,81.3,1015.81,102.0,Dry
2025-11-15T22:00:15.209813,27.3,81.4,1015.83,102.3,Dry
2025-11-15T22:00:20.228828,27.3,81.4,1015.83,102.2,Dry
2025-11-15T22:00:25.247698,27.3,81.4,1015.82,102.1,Dry
2025-11-15T22:00:30.265657,27.3,81.4,1015.82,102.1,Dry
2025-11-15T22:00:35.284691,27.3,81.4,1015.85,102.2,Dry
2025-11-15T22:00:40.303642,27.3,81.4,1015.82,102.3,Dry
2025-11-15T22:00:45.322573,27.3,81.3,1015.82,102.2,Dry
2025-11-15T22:00:50.341479,27.3,81.3,1015.82,102.3,Dry
2025-11-15T22:00:55.359340,27.3,81.3,1015.81,102.1,Dry
2025-11-15T22:01:00.378646,27.3,81.3,1015.81,102.1,Dry
2025-11-15T22:01:05.397302,27.3,81.3,1015.81,102.3,Dry
2025-11-15T22:01:10.416378,27.3,81.3,1015.79,102.1,Dry
2025-11-15T22:01:15.435271,27.3,81.4,1015.8,102.3,Dry
2025-11-15T22:01:20.453217,27.3,81.4,1015.8,102.3,Dry
2025-11-15T22:01:25.472428,27.3,81.4,1015.82,102.1,Dry
2025-11-15T22:01:30.491082,27.3,81.3,1015.82,102.2,Dry
2025-11-15T22:01:35.509969,27.3,81.3,1015.79,102.1,Dry
2025-11-15T22:01:40.528972,27.3,81.4,1015.82,102.0,Dry
2025-11-15T22:01:45.547858,27.3,81.3,1015.83,102.1,Dry
2025-11-15T22:01:50.565813,27.3,81.4,1015.83,102.3,Dry
2025-11-15T22:01:55.584739,27.3,81.4,1015.83,102.1,Dry
2025-11-15T22:02:00.603623,27.3,81.4,1015.8,102.3,Dry
2025-11-15T22:02:05.622655,27.3,81.3,1015.78,102.3,Dry
2025-11-15T22:02:10.641700,27.3,81.3,1015.79,102.3,Dry
2025-11-15T22:02:15.659503,27.3,81.3,1015.79,102.2,Dry
2025-11-15T22:02:20.678380,27.3,81.3,1015.84,102.3,Dry
2025-11-15T22:02:25.697320,27.3,81.3,1015.81,102.3,Dry
2025-11-15T22:02:30.716333,27.3,81.3,1015.8,102.3,Dry
2025-11-15T22:02:35.735275,27.3,81.3,1015.84,102.3,Dry
2025-11-15T22:02:40.753221,27.3,81.3,1015.79,102.2,Dry
2025-11-15T22:02:45.772057,27.3,81.3,1015.78,102.1,Dry
2025-11-15T22:02:50.791022,27.3,81.3,1015.83,102.3,Dry
2025-11-15T22:02:55.810001,27.3,81.3,1015.8,102.3,Dry
2025-11-15T22:03:00.828851,27.3,81.3,1015.76,102.3,Dry
2025-11-15T22:03:05.847794,27.3,81.2,1015.81,102.3,Dry
2025-11-15T22:03:10.865745,27.3,81.3,1015.81,102.3,Dry
2025-11-15T22:03:15.884730,27.3,81.3,1015.79,102.3,Dry
2025-11-15T22:03:20.903628,27.3,81.3,1015.8,102.3,Dry
2025-11-15T22:03:25.922588,27.3,81.3,1015.85,102.3,Dry
2025-11-15T22:03:30.941497,27.3,81.2,1015.82,102.1,Dry
2025-11-15T22:03:35.959448,27.3,81.3,1015.8,102.1,Dry
2025-11-15T22:03:40.978307,27.3,81.3,1015.8,102.1,Dry
2025-11-15T22:03:45.997400,27.3,81.3,1015.8,102.0,Dry
2025-11-15T22:03:51.016280,27.3,81.4,1015.84,102.3,Dry
2025-11-15T22:03:56.035152,27.3,81.3,1015.81,102.3,Dry
2025-11-15T22:04:01.052975,27.3,81.3,1015.78,102.2,Dry
2025-11-15T22:04:06.071968,27.3,81.3,1015.8,102.1,Dry
2025-11-15T22:04:11.090936,27.3,81.4,1015.8,102.1,Dry
2025-11-15T22:04:16.109848,27.3,81.3,1015.8,102.3,Dry
2025-11-15T22:04:21.128791,27.3,81.4,1015.83,102.2,Dry
2025-11-15T22:04:26.147797,27.3,81.4,1015.86,102.3,Dry
2025-11-15T22:04:31.165645,27.3,81.4,1015.8,102.3,Dry
